handle,gender,tweet,category,topic,date,lat,long,location,state
jenkindylim,male,I promise that 2015 will be 365 days of healthy living #NewYearsResolution #Fit,Health & Fitness,Eat healthier,12/29/2014,19.619305,-155.478945,"Island of Hawai'i, Hawaii, USA",Hawaii
vincentporfirio,male,#NewYearsResolution #1: Learn a Second Language. This has been one goal that continues to get away from me and in 2015 I aim to change that,Education/Training,Learn a new language,12/29/2014,21.3069444,-157.8583333,"Honolulu, HI, USA",Hawaii
vincentporfirio,male,#NewYearsResolution #2: Travel More! I had a whirlwind of travel in years past; 2014 w/ my new job put travel to a halt. 2015 will #travel,Recreation & Leisure,Take a trip,12/29/2014,21.3069444,-157.8583333,"Honolulu, HI, USA",Hawaii
cathompson,male,My #NewYearsResolution: 1. Quit drinking soda. 2. Reduce carb intake. 3. Lose weight &amp; belly fat. 4. Get BMI to 24.9 or lower.,Health & Fitness,Lose weight,12/31/2014,43.1904709,-112.3449773,"Blackfoot, ID 83221, USA",Idaho
TKienlen,male,A problem I have with relationships is I try to find all the problems rather than appreciating all the good #NewYearsResolution,Family/Friends/Relationships,Spend more time with significant other,12/30/2014,45.9019541,-115.7237432,"Idaho County, ID, USA",Idaho
TaraBethIdaho,female,"#NewYearsResolution 2:
Avoid Game of Thrones spoilers.
Which will be really hard cause I'm on book 2 and seriously spoilers are EVERYWHERE",Personal Growth,Curse less,12/31/2014,46.7323875,-117.0001651,"Moscow, ID, USA",Idaho
TaraBethIdaho,female,"#NewYearsResolution 3:
Be less addicted to social media.
Hahaha just kidding.",Humor,Humor about Helping Others Resolutions,12/31/2014,46.7323875,-117.0001651,"Moscow, ID, USA",Idaho
krbenedict,male,Join me in supporting the protection of undiscovered areas in 2015.  We are almost certain they are out there. #NewYearsResolution,Recreation & Leisure,Spend more time on my hobby,1/1/2015,43.6187102,-116.2146068,"Boise, ID, USA",Idaho
JayleneNix,female,Awesome! Write it down! Attitude is everything! @gnix20 @bronix86 @LyndsNix @NZMoney88 @winnie4ed #NewYearsResolution http://t.co/pbSS92ZRqj,Personal Growth,Be more positive,12/31/2014,45.9019541,-115.7237432,"Idaho County, ID, USA",Idaho
AshleyJoWG,female,My New Years Resolution: Read more books! Already on it :),Personal Growth,Read more books,1/2/2015,45.9019541,-115.7237432,"Idaho County, ID, USA",Idaho
Abbi_D_Simonson,female,Never been kissed on New Years. #NewYearsResolution,Family/Friends/Relationships,Find a Girlfriend,12/23/2014,42.7860226,-112.8544377,"American Falls, ID 83211, USA",Idaho
KevinrBenedict,male,"The road to the #future has only one exit, so don't get off to ask directions.  #NewYearsResolution #futurist",Personal Growth,Focus on My Future,12/24/2014,43.6187102,-116.2146068,"Boise, ID, USA",Idaho
DaKyler,male,Going to break 4:10 for the mile and 9 minutes for 3200M. #NewYearsResolution #runnerspace #flotrack,Health & Fitness,Eat healthier,12/26/2014,45.9019541,-115.7237432,"Idaho County, ID, USA",Idaho
Stevegruenberg,male,@DaveRamsey we just finished our January budget!  Excited to start the new year right! #NewYearsResolution,Finance,Save money,12/28/2014,43.6187102,-116.2146068,"Boise, ID, USA",Idaho
Nanners81,female,"Like ima be a good kid. Honest, loyal, honor roll kinda shit 🙌 #NewYearsResolution",Personal Growth,Try new things,12/29/2014,43.0485171,-114.1555907,"Richfield, ID 83349, USA",Idaho
jota5689,male,#NewYearsResolution be myself and don't feel guilty for it.,Personal Growth,Be more positive,12/29/2014,43.6187102,-116.2146068,"Boise, ID, USA",Idaho
groupgrowth,male,What did we do today?!! Order 10 new books to continue our growth and learning in the new year! #NewYearsResolution #BringIt2015,Personal Growth,Read more books,12/29/2014,43.6187102,-116.2146068,"Boise, ID, USA",Idaho
smashgriff,female,Can Blake Griffin be my baby daddy? K cool. #NewYearsResolution,Humor,Humor about New Years,12/31/2014,43.6187102,-116.2146068,"Boise, ID, USA",Idaho
LindseyMills7,female,My goal in 2015 is to run more miles than I did this year. What's your #NewYearsResolution? Happy #NewYearsEve!,Health & Fitness,Excersize More,12/31/2014,40.6936488,-89.5889864,"Peoria, IL, USA",Illinois
dross120,male,I just made a #NewYearsResolution with @ScottRude120 say goodbye carbs and sugars... yes.. its the NEW #YOTC @120Sports,Health & Fitness,Eat fewer carbs,12/31/2014,41.8781136,-87.6297982,"Chicago, IL, USA",Illinois
twowisegals,female,#NewYearsResolution ... Find my inner heaven ... http://t.co/dJoBzRiMOG,Personal Growth,Focus on my self,1/1/2015,41.8781136,-87.6297982,"Chicago, IL, USA",Illinois
benchurtrill,male,My new years resolution is 2.5K,Finance,Save money,1/2/2015,42.125829,-88.2623028,"Tulsa Ave, Carpentersville, IL 60110, USA",Illinois
jwgrenning,male,"New years resolution,  more pool.  Getting started with son @ochem_g... (Traditional Lager) http://t.co/KKdcJoqjko #photo",Recreation & Leisure,Spend more time on my hobby,1/1/2015,42.2169686,-88.0495211,"Hawthorn Woods, IL, USA",Illinois
ShibaniModyy24,female,Let's do it guys! Happy new year🎉 #NewYearsResolution #NewYearsEve #NewYear #ColorfulCountdown #2015Goals http://t.co/uIuorFCVw5,Personal Growth,Try new things,12/31/2014,37.775966,-89.2531077,"Southern Illinois Airport (MDH), 556 N Airport Rd, Murphysboro, IL 62966, USA",Illinois
kaitlynhallstro,female,"If you dnt make it that way. My New Years resolution is to do things that matter, visit some different parts of the world and live on my",Personal Growth,Watch less TV,1/2/2015,40.6936488,-89.5889864,"Peoria, IL, USA",Illinois
BrigitteGholar,male,@MrOwl GOOD MORNING MR. OWL HAPPY NEW YEARS 2 U. MY NEW YEARS RESOLUTION IS TO LIVE LIFE TO THE FULLEST BECAUSE WE ARE NOT PROMISED TOMORROW,Personal Growth,Be more positive,1/2/2015,41.8781136,-87.6297982,"Chicago, IL, USA",Illinois
Xtra_Manish,male,#my #newyearsresolution #more #hiphop #vinyl #records#beats #lootpack #madlib #2015 #wildchild… http://t.co/lWMBZhfO8E,Recreation & Leisure,Other,12/31/2014,41.8781136,-87.6297982,"Chicago, IL, USA",Illinois
Jusges05,female,My New Years resolution for fashion magazines is to stop posting about #Kardashians,Career,Quit job,1/2/2015,41.8781136,-87.6297982,"Chicago, IL, USA",Illinois
trishannnn,female,Learn how to friggin park cuz after 4 months of driving I still suck at it #NewYearsResolution,Humor,Humor about Recreation and Leisure Resolutions,12/31/2014,41.8781136,-87.6297982,"Chicago, IL, USA",Illinois
cramermj,female,My only #NewYearsResolution is pulled from @owenpallett: I Am Not Afraid. To #2015,Personal Growth,Face Fears,12/31/2014,41.8781136,-87.6297982,"Chicago, IL, USA",Illinois
YungBerna,male,My #NewYearsResolution Is To Stay Positive👌👌👌,Personal Growth,Be more positive,12/31/2014,41.8781136,-87.6297982,"Chicago, IL, USA",Illinois
typaluska,male,My #NewYearsResolution is twofold: eat more #chipotle and be at Wrigley when the @Cubs win the #worldseries this year!,Health & Fitness,Other,12/31/2014,40.6936488,-89.5889864,"Peoria, IL, USA",Illinois
abstractwriter,female,This will be MY year. #NewYearsResolution #2015 http://t.co/2w3YK3cty5,Personal Growth,Be more positive,12/31/2014,41.8781136,-87.6297982,"Chicago, IL, USA",Illinois
Lilmeechie12,male,In this new year I promise not to let it be like the last #newyearsresolution,Personal Growth,Make better decisions,12/31/2014,41.7605849,-88.3200715,"Aurora, IL, USA",Illinois
NiMF245,male,#NewYearsResolution 3. Love better,Family/Friends/Relationships,Spend more time with significant other,12/31/2014,41.8781136,-87.6297982,"Chicago, IL, USA",Illinois
NiMF245,male,#NewYearsResolution 1. Be more competitive,Personal Growth,Get my life together,12/31/2014,41.8781136,-87.6297982,"Chicago, IL, USA",Illinois
Patrick_Pfohl,male,"RT @NinaHermes: Be less of a bitch, more of a cunt. #NewYearsResolution",Humor,Humor about New Years,12/31/2014,41.8781136,-87.6297982,"Chicago, IL, USA",Illinois
BardGee,male,"""Making any New Years resolutions?""
""Yes, I won't let the number of my vices increase."" 
#NewYearsEve #NewYear #NewYearsResolution",Humor,Humor about Personal Growth and Interests Resolutions,12/31/2014,41.8781136,-87.6297982,"Chicago, IL, USA",Illinois
aliinam18,male,#NewYearsResolution Consume more organic calories. #HappyNewYear #2015,Health & Fitness,Other,12/31/2014,41.7975307,-87.9547835,"Clarendon Hills, IL, USA",Illinois
ChristineFrano1,female,"""Resolution One: I will live for God. Resolution Two: If no one else does, I still will."" -Johnathan Edwards #NewYearsResolution",Personal Growth,Focus on Religion and Faith,12/31/2014,40.6331249,-89.3985283,"Illinois, USA",Illinois
NatalieLSmith,female,"My #NewYearsResolution: continue to live by my ""ix Values"", develop #LiveitTeachit, and successfully achieve ABD/diss'n approval. #lovelife",Personal Growth,Get my life together,12/31/2014,40.1164204,-88.2433829,"Champaign, IL, USA",Illinois
WTFWAD,female,#newyearsresolution: Don't pass out on the train ride home tonight.,Humor,Humor about Recreation and Leisure Resolutions,12/31/2014,41.8781136,-87.6297982,"Chicago, IL, USA",Illinois
goosebucket,female,RT @joelmgarland: #NewYearsResolution I will wear the same bikini in all my selfies,Humor,Other,12/31/2014,41.8781136,-87.6297982,"Chicago, IL, USA",Illinois
DublinSoil,male,Resolving to make my #NewYearsResolution about doing more not less.,Personal Growth,Update my wardrobe,12/31/2014,41.8781136,-87.6297982,"Chicago, IL, USA",Illinois
MFaizani,male,RT @SufiNinja: Why not make a #NewYearsResolution that you will improve your relationship with your Creator? http://t.co/RhmzRwZBvN,Personal Growth,Focus on Religion and Faith,12/31/2014,41.8781136,-87.6297982,"Chicago, IL, USA",Illinois
KouponKat,female,"@Envelopes_com My #NewYearsResolution is to look my best, lose weight and eat right. Happy New Year!",Health & Fitness,Lose weight,12/31/2014,41.7508391,-88.1535352,"Naperville, IL, USA",Illinois
KouponKat,female,@delsolcolor My #NewYearsResolution is a fairly broad one: To look my best every day. #hashtagoftheweek,Personal Growth,Get a tattoo,12/31/2014,41.7508391,-88.1535352,"Naperville, IL, USA",Illinois
pinquelady,female,"RT @stonebryson: #NewYearsResolution Go forth, and be epic.",Personal Growth,Be more positive,12/31/2014,40.6331249,-89.3985283,"Illinois, USA",Illinois
eolsencreative,male,To spend more quality time at home with my Netflix. #NewYearsResolution,Personal Growth,Be more positive,12/31/2014,41.8781136,-87.6297982,"Chicago, IL, USA",Illinois
hip_spanic,female,"""@damico2414: My #NewYearsResolution is to impregnate my girlfriend @hip_spanic #LittleGarcia"" ummm no...",Humor,Humor about Family/Friends/Relationships Resolutions,12/31/2014,41.4039201,-88.1117242,"Elwood, IL 60421, USA",Illinois
mjcaprice,male,My New Year's Resolution is to correct my auto correct so my text don't read so cupid... #NewYearsResolution,Humor,Humor about Family/Friends/Relationships Resolutions,12/31/2014,41.8781136,-87.6297982,"Chicago, IL, USA",Illinois
SLCNIXXNE,female,it's about time don't you think? lol. #NewYearsResolution http://t.co/ffIgkuCsrA,Humor,Humor about not Resolutions in general,12/31/2014,41.8781136,-87.6297982,"Chicago, IL, USA",Illinois
allisonhogshead,female,#NewYearsResolution eat as much as possible,Health & Fitness,Lose weight,12/31/2014,42.2711311,-89.0939952,"Rockford, IL, USA",Illinois
allisonhogshead,female,#NewYearsResolution find new job,Career,Get a new job,12/31/2014,42.2711311,-89.0939952,"Rockford, IL, USA",Illinois
allisonhogshead,female,#NewYearsResolution Get oil changed,Time Management/Organization,Other,12/31/2014,42.2711311,-89.0939952,"Rockford, IL, USA",Illinois
KGould12,male,1 day and 17 minutes until I can drink soda again.... #NewYearsResolution #almostdone,Health & Fitness,Other,12/30/2014,40.6331249,-89.3985283,"Illinois, USA",Illinois
chefmsmith04,male,@MLBPAClubhouse #NewYearsResolution  #HappyNewYear to go to more @MLB Games this year,Recreation & Leisure,Spend more time on my hobby,12/31/2014,38.6703266,-89.9845476,"Collinsville, IL, USA",Illinois
ssmith0977,male,@MLBPAClubhouse #NewYearsResolution #HappyNewYear Mine is quitting smoking.,Health & Fitness,Quit smoking,12/31/2014,40.6331249,-89.3985283,"Illinois, USA",Illinois
allisun1derland,female,#NewYearsResolution wear more color- haha who am I kidding,Personal Growth,Other,12/31/2014,41.7770807,-88.1381529,"College Park, 147 N Columbia Ave, Naperville, IL 60540, USA",Illinois
R2J2K15,male,"Plan A: Get a steady GF. 
Plan B (IF PLAN A FAILS): 
FUCK AS MANY WOMEN AS I CAN.

#NewYearsResolution #TheresAlwaysAPlanB &lt; 😀",Family/Friends/Relationships,Find a Girlfriend,12/31/2014,41.7508391,-88.1535352,"Naperville, IL, USA",Illinois
CommradeE,male,RT @Don_Marcell: #NewYearsResolution Be Happy #2015,Personal Growth,Be more positive,12/31/2014,40.9478158,-90.3712395,"Galesburg, IL, USA",Illinois
sarah_black,female,Wear more turtlenecks #NewYearsResolution,Humor,Humor about not Resolutions in general,12/31/2014,41.8781136,-87.6297982,"Chicago, IL, USA",Illinois
KennyBoi95,male,"RT @ReillyAround: Goal for 2015: Let ""Let It Go"" go. #NewYearsResolution",Humor,Humor about not Resolutions in general,12/31/2014,41.9239178,-89.0687073,"Rochelle, IL 61068, USA",Illinois
kaybaldwn,female,"be a better me: not having such a 🚽 mouth🙊, trying not to be so lazy😴, be more possitive➕ |  #2015Goals #NewYearsResolution #NewYear",Personal Growth,Have more patience,12/31/2014,41.8781136,-87.6297982,"Chicago, IL, USA",Illinois
Frankie_laughs,female,"So my #NewYearsResolution for 2015 is to become more ambidextrous,I hate feeling like my left hand is just there hahaha 😂",Humor,Other,12/31/2014,42.2761341,-88.1920272,"Island Lake, IL, USA",Illinois
NiMF245,male,#NewYearsResolution 6. Don't steal your best friends girl.,Family/Friends/Relationships,Other,12/31/2014,41.8781136,-87.6297982,"Chicago, IL, USA",Illinois
76Gordon,male,My New Years resolution is to stop getting irrationally upset over Cara Delevingne’s goddam eyebrows. #NewYearsResolution #2015 #eyebrows,Humor,Humor about Personal Growth and Interests Resolutions,12/31/2014,41.8781136,-87.6297982,"Chicago, IL, USA",Illinois
Rafweezy_Jr,male,8 hours &amp; 45 min left til the #NewYear  what's your #NewYearsResolution Mines to get rid of all the negative crap  &amp; make room to grow 😊🎉🎊,Personal Growth,Be more positive,12/31/2014,41.8781136,-87.6297982,"Chicago, IL, USA",Illinois
Bobby_Budds,male,#NewYearsResolution Let @Bourdain know that he is a fuck boi,Humor,Humor about New Years,12/31/2014,41.8781136,-87.6297982,"Chicago, IL, USA",Illinois
JoslynSinger,female,"""You see it's leaders and there's followers
But I'd rather be a dick than a swallower."" #NewYearsResolution #HappyNewYear #kaynewest",Personal Growth,Be more positive,12/31/2014,41.8781136,-87.6297982,"Chicago, IL, USA",Illinois
refreakasoid,male,@YouTube my goal for the year was 400 subscribers! I'm at 349...lets make this goal a reality! #NewYearsResolution http://t.co/YrxVf5eWBs,Personal Growth,Acheive My Goals,12/31/2014,41.8781136,-87.6297982,"Chicago, IL, USA",Illinois
NoisyAstronomer,female,"RT @DrRubidium: 1. Kick more ass
2. Take more names

#NewYearsResolution",Humor,Humor about not Keeping Resolutions,12/31/2014,38.8114364,-89.953157,"Edwardsville, IL, USA",Illinois
Haley_1D,female,#NewYearsResolution to meet One Direction and to get in shape!!!,Recreation & Leisure,See a Concert/Show,12/31/2014,40.6331249,-89.3985283,"Illinois, USA",Illinois
MikeyManker,male,"act like i've been there before

#NewYearsResolution",Personal Growth,Adopt a pet,12/31/2014,41.8781136,-87.6297982,"Chicago, IL, USA",Illinois
Kodachr0me,female,"If at first you don't succeed, drink a lot of wine until you don't care anymore. #NewYearsResolution #MovingOn #breakup #regrets",Humor,Humor about New Years,12/31/2014,41.8781136,-87.6297982,"Chicago, IL, USA",Illinois
Zou_Dani,female,RT @iReekofSuccess: #NewYearsResolution Get on postbadbeards lol http://t.co/FIZ6tR9RlH,Personal Growth,Improve my attitude,12/31/2014,41.8781136,-87.6297982,"Chicago, IL, USA",Illinois
